event_name,date,start_date,end_date,start_time,end_time,description,teamapp_url,category,category_key,event_id
\nMUUC Course Coordinator \ncourses@muuc.org.au",https://muuc.teamapp.com/clubs/132307/events/29903285,Cancelled,cancelled,29903285

RYE Pier OW Shore Dive,2026-01-31,2026-01-31,2026-01-31,07:30,19:00,"——
\nTrip Info
\n——
\nA chill dive with Jess at Rye
\n
\nMeet at the shed at 7:30am sharp for 8am departure. One dive.
\n
\n*Trip Leader*: Jess
\n*Leader Phone*: 0487 361 239
\n*Secondary Trip Contact*: Victor
\n*Secondary number*: 0483 238 410
\n*No. of Planned Dives*:  1
\n*Mandatory Equipment*: n/a
\n*Water Temperature*: 20
\n*Weather Conditions*: 
\n*Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing*
\n
\n——
\n*Dive Sites / Itinerary*
\n
\nRye
\n
\nMeet at the shed at 7:30am for 8am departure.
\n
\n——
\n*PARTICIPATION REQUIREMENTS*
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\n*Gear Hire Policy*
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n*Health & Safety* 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n*Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing*
\n
\n*Trip Organiser Checklist*
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30498788,Shore,shore,30498788

[Shore][OW] Sunday Rye Shore Dive,2026-02-01,2026-02-01,2026-02-01,07:00,17:00,"——
\n*Trip Info*
\n——
\n
\nSunday morning dive at Rye Octopus gardenn
\n
\nHappy to increase participant limits if there's more car available. Hit me up!
\n
\n——
\n*Trip Details*
\n——
\n*Trip Leader*: Khai Liang Wee
\n*Leader Phone*: 0484138573 
\n*Secondary Trip Contact*: TBD
\n*No. of Planned Dives*:  1
\n*Mandatory Equipment*: Compass, SMB
\n*Water Temperature*: Around 19 - 22 C
\n*Weather Conditions*: South Westerly 20-25 knots
\nPlease note that the event start time is the meeting time at the shed unless stated otherwise in the briefing
\n
\n——
\nDive Sites / Itinerary
\n——
\nRye pier
\n
\n7:30 meet at shed
\n8:00 leave shed
\n10:00 Arrive Rye pier
\n10:30 Dive
\n12:00 Exit, pack up 
\n13:30 Lunch around the area
\n16:00 Back to shed / clean up
\n
\n——
\nPARTICIPATION REQUIREMENTS
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\nGear Hire Policy
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\nHealth & Safety
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\nRunny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing",https://muuc.teamapp.com/clubs/132307/events/30499190,Shore,shore,30499190

[POOL]  February Pool Training,2026-02-04,2026-02-04,2026-02-04,18:00,21:00,"**Always First Wednesday of the Month 6pm**
\n
\n——
\n**Trip Info**
\n——
\nDive into excitement at our Monthly Scuba Pool Training Session! Whether you’re mastering the basics or fine-tuning advanced techniques, this immersive experience is perfect for all skill levels. Practice buoyancy control, refine navigation, and build confidence in a controlled, safe environment. With expert trainers and a focus on fun, it’s the perfect way to keep your scuba skills sharp and your underwater spirit alive. Don’t just train—transform your dive game!
\n
\nPlease let us know any specific skill requests ahead of the session. 
\n
\nSession fee: $30, gear included. 
\n
\n——
\n**Trip Details**
\n——
\n**Trip Leader**: Maciej 
\n**Leader Phone**:  0481947622
\n**Secondary Trip Contact**: Amanda
\n**No. of Planned Dives**:  1.5h
\n**Mandatory Equipment**: FUN
\n**Water Temperature**: 26C
\n**Weather Conditions**: Pool
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——
\n**Dive Sites / Itinerary**
\n——
\n6pm meet at the shed to prepare
\n6:50pm shed closes 
\n7pm-8:45pm pool session
\n
\n——
\n**PARTICIPATION REQUIREMENTS**
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing**",https://muuc.teamapp.com/clubs/132307/events/30486618,Pool Training,pool-training,30486618

Car insurance Renewal is on Feb 18th,2026-02-05,2026-02-05,2026-02-05,00:00,23:59,,https://muuc.teamapp.com/clubs/132307/events/30551493,Other,other,30551493

Computer Nitrox Course with Instructor Minh,2026-02-05,2026-02-05,2026-02-05,00:00,23:59,"The course to unlock the best of Victorian Boat Diving! Our boat dives are deep and bottom times are often all too short! With Nitrox diving you can tailor your gas mix to extend your bottom times, and enhance your safety profiles. As the club is equipped with a nitrox compressor, it's never been easier to utilise a nitrox certification!\n\nSDI Computer Nitrox
\nDive longer and enhance safety with Nitrox certification, the choice gas for discerning divers. The SDI Computer Nitrox course equips you with the know-how to safely harness Nitrox’s benefits, enriching your dives with gas mixtures from 22% to 40% oxygen.\n\nTo attend this course, please purchase a ticket
and contact Minh via email to organise for your e-learning to be sent out and plan a suitable date for your practical signoff.
\nemail: info.scubabui@gmail.com",https://muuc.teamapp.com/clubs/132307/events/30559912,Courses,courses,30559912

[SHORE] [OW] BLAIR BLAIR BLAIR,2026-02-05,2026-02-05,2026-02-05,06:00,17:00,"——
\n**Trip Info**
\n——
\n\nA quick dive at Blair!\n\nSorry for being late - finalised very late oopsies\n\nMeet at shed 6am
\n
\n——
\n**Trip Details**
\n——
\n**Trip Leader**: Margaret
\n**Leader Phone**: 0431333511
\n**Secondary Trip Contact**: Alex
\n**Secondary number**: 
\n**No. of Planned Dives**:  1
\n**Mandatory Equipment**: E.g. torches, SMB
\n**Water Temperature**: 20C
\n**Weather Conditions**: E.g. wind, swell, timing
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——
\n**Dive Sites / Itinerary**
\n——
\n
\n0600 Meet shed\n0630 Leave shed\n0830 Arrive Blair\n0930 Dive\n1130 Pack up & Drive back\n1330 Back at shed and clean up\n1430 End trip\n\n(This is incredibly optimistic)\n
\n——
\n**PARTICIPATION REQUIREMENTS**
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing**
\n
\n**Trip Organiser Checklist**
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30544733,Shore,shore,30544733

[OW] [Shore] Saki takes you night diving,2026-02-07,2026-02-07,2026-02-07,00:00,23:59,"——
\n**Trip Info**
\n——
\nMeet at shed around 5pm but will discuss in comments
\n
\n——
\n**Trip Details**
\n——
\n**Trip Leader**: Saki 
\n**Leader Phone**: +61 435 618 315
\n**Secondary Trip Contact**: Victor
\n**Secondary number**:+61 483 238 410
\n**No. of Planned Dives**:  1
\n**Mandatory Equipment**: Must have 2 torches to dive
\n**Water Temperature**: 18
\n**Weather Conditions**: Light Southernly winds
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——
\n**Dive Sites / Itinerary**
\n——
\n
\n
\n——
\n**PARTICIPATION REQUIREMENTS**
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing**
\n
\n**Trip Organiser Checklist**
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30558707,Shore,shore,30558707

[OW] [Shore] Patrick goes out diving,2026-02-08,2026-02-08,2026-02-08,00:00,23:59,"——
\n**Trip Info**
\n——
\nMeet at shed at 7. Plan to leave at 7:30 to Blaregowrie. Can be more if you have your own car. 
\n
\n——
\n**Trip Details**
\n——
\n**Trip Leader**: Patrick
\n**Leader Phone**: +61 449 556 095
\n**Secondary Trip Contact**: 
\n**Secondary number**:
\n**No. of Planned Dives**:  1
\n**Mandatory Equipment**: SMB
\n**Water Temperature**: 18
\n**Weather Conditions**: Light Southernly winds
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——
\n**Dive Sites / Itinerary**
\n——
\n
\n
\n——
\n**PARTICIPATION REQUIREMENTS**
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing**
\n
\n**Trip Organiser Checklist**
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30558744,Shore,shore,30558744

[OW] [Shore] Sunday Shark Summer,2026-02-08,2026-02-08,2026-02-08,00:00,23:59,"——\n**Trip Info**\n——\n\nSunday late morning dive at Ricketts for shawrksss\n\n\nRemember to bring a torch \n\n——\n**Trip Details**\n——\n**Trip Leader**: Khai Liang Wee\n**Leader Phone**: 0484138573 \n**Secondary Trip Contact**: TBD\n**No. of Planned Dives**:  1\n**Mandatory Equipment**: Computer, Torch, Gloves\n**Water Temperature**: Around 19 - 22 C\n**Weather Conditions**: South Easterly 5 - 10 knots\n\nPlease note that the event start time is the meeting time at the shed unless stated otherwise in the briefing\n\n——\nDive Sites / Itinerary\n——\nRicketts Marine Sanctuary \n\n9:00 meet at shed\n9:30 leave shed\n10:30 Arrive Ricketts\n11:00 Dive\n13:00 Exit, pack up \n14:30 Back to shed / clean up\n\n——\nPARTICIPATION REQUIREMENTS\n——\n1. Current Membership \n2. Current Liability Waiver \n3. Current Certificate suitable for trip level.  \n4. Boat Trips: \n    - Cleared by Dive Coordinator \n    - Cleared by this trip Boat Master \n    - Demonstrates sufficient skill level \n\n——\nGear Hire Policy\n——\n1. Signed off on all cabinet gear taken \n2. Has current gear hire deposit\n\n——\nHealth & Safety\n——\nEmergency Contacts (non life threatening) \n- President (Maciej) 0481947622\n- VP (Sophie) 0429871917\n- Secretary (Burak) 0428422828\n- Treasurer (Kevin) 0432960331\n\nCampus Security 8344 6666\n\nLife Threatening: Dial 000\n\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: \nRunny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing",https://muuc.teamapp.com/clubs/132307/events/30559341,Shore,shore,30559341
